cluster_id,cluster_name,state,week_start_date,units_ordered,units_delivered,gross_merchandise_value_inr,delivered_revenue_inr,cash_in_inr,raw_material_cost_inr,wage_cost_inr,loom_maintenance_cost_inr,working_capital_drag_inr,net_income_accrual_inr,net_cashflow_inr,active_weavers_est,income_per_active_weaver_inr,pending_receivables_inr,receivable_weeks_outstanding,income_volatility_score,credit_need_flag
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-08-15,90,85,539878.65,202080.2,281183.45,45602.82,74769.67,16409.11,1076.32,65298.6,143325.53,87,750.56,717544.64,3.38,1.029,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-08-22,56,51,343511.28,420054.91,209435.05,94848.06,155420.32,8685.51,1392.25,161101.02,-50911.09,46,3502.2,928164.5,3.48,1.153,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-08-29,61,57,369234.73,473387.61,235578.89,106953.15,175153.42,12475.35,1748.96,178805.69,-60751.99,66,2709.18,1165973.22,3.31,1.128,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-09-05,61,59,366050.53,218608.79,301475.91,49400.24,80885.25,12678.11,1624.66,75645.19,156887.65,67,1129.03,1083106.1,3.3,1.151,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-09-12,78,76,452995.27,207251.05,298747.49,46522.99,76682.89,17995.9,1487.41,66049.27,156058.3,95,695.26,991609.66,3.01,1.161,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-09-19,60,55,345708.8,369432.21,201259.87,82016.7,136689.92,10809.23,1739.67,139916.36,-29995.65,57,2454.67,1159782.0,3.66,1.611,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-09-26,63,58,380397.36,450105.8,143353.34,99926.84,166539.15,12149.79,2199.8,171490.02,-137462.24,64,2679.53,1466534.46,4.71,4.603,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-10-03,61,58,361951.33,230238.61,685469.8,51155.29,85188.29,13303.19,1516.95,80591.84,534306.08,70,1151.31,1011303.27,3.22,2.396,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-10-10,51,45,295811.31,427544.81,145863.34,95313.99,158191.58,9893.03,1939.48,164146.21,-119474.74,52,3156.66,1292984.74,3.5,3.985,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-10-17,71,64,431470.31,636887.28,362673.82,141365.64,235648.29,12189.16,2350.8,247684.19,-28880.07,64,3870.07,1567198.2,3.59,3.775,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-10-24,50,41,300281.33,256762.87,246994.26,56471.2,95002.26,6863.78,2365.45,98425.63,86291.57,36,2734.05,1576966.81,4.07,2.808,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-10-31,64,58,389860.16,354428.68,772288.32,78685.81,131138.61,12788.0,1738.66,131816.26,547937.24,67,1967.41,1159107.17,2.77,2.172,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-11-07,55,54,335888.3,387973.38,256731.86,86868.53,143550.15,12030.99,1935.52,145523.71,12346.67,63,2309.9,1290348.69,3.15,2.556,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-11-14,40,37,241125.53,48074.2,409829.36,10833.92,17787.45,7833.05,1392.89,11619.78,371982.05,41,283.41,928593.53,3.55,1.794,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-11-21,38,38,230727.51,443348.79,680450.95,99404.1,164039.05,8984.17,1037.24,170921.47,406986.39,47,3636.63,691491.37,2.24,1.183,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-11-28,41,40,232972.32,422892.29,257278.38,94817.51,156470.15,9179.26,1285.66,162425.37,-4474.2,48,3383.86,857105.28,2.63,1.548,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-12-05,29,26,175990.66,222432.2,211161.01,49675.82,82299.91,4974.77,1302.56,85481.7,72907.95,26,3287.76,868376.47,3.06,1.22,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-12-12,51,49,298252.16,370630.54,304538.7,82609.56,137133.3,9954.86,1401.7,140932.82,73439.28,52,2710.25,934468.31,2.56,1.084,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-12-19,48,46,284152.64,197535.61,222785.51,43871.8,73088.18,9959.13,1363.83,70616.5,94502.57,52,1358.01,909218.41,3.0,1.075,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2022-12-26,38,34,234603.51,209229.51,91567.13,46099.96,77414.92,6898.47,1540.32,78816.16,-40386.54,36,2189.34,1026880.79,4.11,1.382,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-01-02,60,47,372553.6,278527.4,290034.19,61773.76,103055.14,11503.6,1523.06,102194.9,112178.63,60,1703.25,1015374.0,3.85,1.213,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-01-09,75,72,450554.38,256300.91,249985.41,56855.51,94831.34,15920.12,1532.53,88693.94,80845.91,83,1068.6,1021689.5,4.34,1.353,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-01-16,74,72,450238.57,215744.9,253128.59,47868.44,79825.61,17655.83,1476.46,70395.02,106302.25,92,765.16,984305.81,4.1,0.886,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-01-23,35,34,209015.39,494594.06,359606.67,109454.66,182999.8,7679.73,1678.94,194459.87,57793.54,40,4861.5,1119293.2,3.6,0.69,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-01-30,33,32,199019.97,83128.49,296727.97,18378.18,30757.54,7491.73,1358.54,26501.04,238741.98,39,679.51,905693.72,3.45,0.849,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-02-06,36,33,220948.14,346235.19,303208.42,76378.3,128107.02,7111.33,1423.08,134638.54,90188.69,37,3638.88,948720.49,3.33,0.827,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-02-13,47,43,281674.6,245229.19,79462.36,54215.65,90734.8,9998.57,1671.73,90280.17,-77158.39,52,1736.16,1114487.32,3.81,1.367,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-02-20,42,41,250207.16,387656.46,167747.19,85584.05,143432.89,8464.84,2001.59,150174.68,-71736.18,44,3413.06,1334396.59,5.02,1.531,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-02-27,40,35,244871.07,250731.24,419132.53,55255.18,92770.56,7121.19,1748.99,95584.31,262236.61,37,2583.36,1165995.3,3.79,1.44,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-03-06,45,44,263505.22,185528.03,404162.47,40746.89,68645.37,8472.96,1421.04,67662.81,284876.21,44,1537.79,947360.86,3.54,1.276,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-03-13,37,35,220137.73,11411.06,222108.09,2503.15,4222.09,7514.12,1105.0,-2828.3,206763.73,39,-72.52,736663.83,3.53,1.178,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-03-20,53,49,319925.4,95015.77,364620.21,20847.04,35155.83,10794.1,700.59,28218.8,297122.65,56,503.91,467059.39,3.44,1.006,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-03-27,59,55,353428.29,152852.73,120979.37,33516.61,56555.51,10799.84,748.4,51980.77,19359.01,56,928.23,498932.75,4.49,1.242,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-04-03,72,67,435855.24,429629.26,50436.6,94698.97,158962.83,16208.36,1317.19,159759.1,-220750.75,84,1901.89,878125.41,5.1,2.283,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-04-10,81,78,479018.75,185736.56,17728.05,40981.04,68722.53,20076.03,1569.2,55956.96,-113620.75,104,538.05,1046133.92,4.85,2.464,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-04-17,103,97,629108.38,185410.64,262284.77,40851.9,68601.94,22404.38,1453.89,53552.42,128972.66,116,461.66,969259.79,4.07,1.803,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-04-24,91,85,543552.86,168453.62,343374.14,37034.03,62327.84,20674.89,1191.51,48416.86,222145.87,107,452.49,794339.27,3.28,1.852,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-05-01,55,52,332730.66,429108.92,170323.34,94338.33,158770.3,11599.54,1579.69,164400.75,-95964.52,60,2740.01,1053124.85,4.35,3.361,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-05-08,50,47,302991.25,702699.68,379948.1,154052.7,259998.88,11829.14,2063.81,276818.96,-47996.43,61,4538.02,1375876.43,3.7,7.55,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-05-15,50,48,298741.42,499208.38,205416.5,109111.19,184707.1,11476.37,2504.5,193913.72,-102382.66,59,3286.67,1669668.31,3.71,5.467,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-05-22,41,40,253239.16,325159.59,373869.51,70567.85,120309.05,9171.1,2431.44,125111.59,171390.07,47,2661.95,1620958.39,3.31,21.952,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-05-29,61,55,357905.71,358362.14,598760.94,77947.45,132593.99,13896.43,2070.84,133924.27,372252.23,71,1886.26,1380559.59,2.93,2.73,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-06-05,55,51,325867.02,719006.91,384472.69,156708.4,266032.56,11975.45,2572.64,284290.5,-52816.36,61,4660.5,1715093.81,3.61,2.351,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-06-12,55,51,328291.52,248267.97,488499.09,53935.16,91859.15,13193.2,2212.29,89280.46,327299.29,67,1332.54,1474862.69,3.57,1.981,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-06-19,62,59,358827.58,299815.63,517790.16,65094.01,110931.78,15209.69,1885.33,108580.15,324669.35,77,1410.13,1256888.16,3.09,1.862,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-06-26,63,60,370582.06,157703.09,76596.26,34156.03,58350.14,12878.0,2006.99,52318.92,-30794.9,65,804.91,1337994.99,3.76,1.668,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-07-03,50,47,298661.83,346131.9,500079.77,75088.85,128068.8,11128.18,1776.07,131846.07,284017.87,56,2354.39,1184047.12,4.5,1.206,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-07-10,34,31,206383.8,78507.66,764557.02,17010.46,29047.83,6377.99,747.0,26071.38,711373.74,32,814.73,497997.76,2.26,0.925,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-07-17,43,40,261656.65,389799.15,170153.76,84510.34,144225.69,9196.65,1076.46,151866.47,-68855.38,46,3301.44,717643.15,2.95,1.157,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-07-24,41,39,244177.96,313683.52,334622.08,68063.42,116062.9,8622.43,1045.06,120934.77,140828.27,43,2812.44,696704.59,2.47,1.298,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-07-31,52,50,311107.68,401654.56,139604.94,87186.9,148612.19,12268.09,1438.13,153587.38,-109900.37,61,2517.83,958754.21,3.24,1.388,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-08-07,63,56,379745.73,347513.97,342371.18,75710.43,128580.17,12667.74,1445.85,130555.63,123966.99,63,2072.31,963897.0,2.65,1.568,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-08-14,54,49,324823.77,35319.24,92931.39,7715.0,13068.12,10453.78,1359.43,4082.34,60335.06,52,78.51,906284.85,3.3,1.903,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-08-21,68,68,416110.93,188562.39,153661.24,41080.77,69768.08,15076.03,1411.78,62637.51,26324.58,75,835.17,941186.0,3.87,1.779,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-08-28,79,74,478583.32,296792.29,434956.94,64529.2,109813.15,16278.79,1204.53,106171.15,243131.27,81,1310.75,803021.35,3.7,1.825,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-09-04,63,58,366037.98,506630.06,210186.52,109906.86,187453.12,11051.24,1649.2,198218.84,-99873.9,55,3603.98,1099464.89,4.28,3.216,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-09-11,39,36,236091.96,341464.3,151572.09,74151.55,126341.79,8437.41,1934.04,132533.55,-59292.7,42,3155.56,1289357.1,3.87,3.094,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-09-18,44,40,267748.87,404044.97,400625.79,87242.62,149496.64,9038.23,1939.16,158267.48,152909.14,45,3517.06,1292776.28,3.34,3.018,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-09-25,46,42,276487.98,114529.51,372297.67,24643.72,42375.92,9638.82,1552.51,37871.05,294086.7,48,788.98,1035008.12,3.03,1.489,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-10-02,51,47,304670.77,536715.22,299924.05,115794.52,198584.63,10842.56,1907.7,211493.51,-27205.36,54,3916.55,1271799.29,3.64,1.943,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-10-09,76,70,452621.8,198692.9,166029.78,43025.02,73516.37,17063.51,1956.69,65088.0,30468.19,85,765.74,1304462.41,4.16,2.058,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-10-16,67,58,420337.9,185999.86,347271.88,40342.07,68819.95,13648.02,1714.79,63189.82,222747.05,68,929.26,1143190.39,4.41,1.608,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-10-23,43,42,269057.45,119757.41,206336.86,26022.07,44310.24,8829.27,1584.92,40595.83,125590.36,44,922.63,1056610.94,4.06,1.765,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-10-30,61,57,357038.39,606627.64,406261.16,132054.73,224452.23,13441.82,1885.47,236678.86,34426.91,67,3532.52,1256977.42,4.53,1.277,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-11-06,56,51,340860.52,602335.57,154047.56,130961.06,222864.16,12236.82,2557.9,236273.53,-214572.38,61,3873.34,1705265.43,4.5,2.053,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-11-13,77,72,465167.14,258886.58,364736.98,56333.32,95788.03,15643.89,2399.12,91121.34,194572.62,78,1168.22,1599415.03,4.03,1.966,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-11-20,31,27,187194.58,148996.82,502613.77,32421.48,55128.82,6015.65,1868.7,55430.87,407179.12,30,1847.7,1245798.08,3.08,1.929,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-11-27,41,39,249220.0,228963.93,372046.16,49761.63,84716.65,9623.07,1654.07,84862.58,226290.74,48,1767.97,1102715.85,3.56,1.433,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-12-04,34,29,203796.85,470478.11,289382.45,102147.13,174076.9,6814.95,1925.72,187439.13,4417.75,34,5512.92,1283811.51,4.64,1.488,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-12-11,36,36,220401.0,96962.17,589590.16,21047.52,35876.0,7815.55,1186.78,32223.1,523664.31,39,826.23,791183.52,3.35,1.433,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-12-18,45,39,268802.92,117204.12,277630.03,25389.75,43365.52,9417.77,946.14,39031.08,198510.85,47,830.45,630757.61,2.76,1.355,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2023-12-25,59,53,355510.79,645526.42,287057.55,139896.32,238844.78,14023.6,1483.84,252761.72,-107190.99,70,3610.88,989226.48,2.97,1.62,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-01-01,62,59,378997.32,189060.9,158114.97,40922.63,69952.53,13419.84,1530.26,64765.9,32289.71,67,966.66,1020172.41,3.89,1.133,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-01-08,57,55,350489.68,130434.01,360168.17,28198.21,48260.58,12424.72,1185.66,41550.5,270099.0,62,670.17,790438.25,2.92,1.089,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-01-15,61,60,375266.82,260081.54,139755.11,56260.8,96230.17,14434.61,1366.15,93155.96,-28536.62,72,1293.83,910764.68,2.97,1.466,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-01-22,57,54,355516.5,109793.84,229575.12,23750.59,40623.72,12636.74,1186.48,32782.79,151377.59,63,520.36,790983.4,4.59,1.549,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-01-29,44,42,259907.85,295690.9,427501.34,63807.36,109405.63,10635.25,988.76,111842.66,242664.34,53,2110.24,659172.96,3.31,1.238,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-02-05,52,48,313032.63,218258.52,79017.61,47136.66,80755.65,11845.29,1197.62,78520.92,-61917.61,59,1330.86,798413.87,3.61,1.683,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-02-12,47,46,287081.41,302834.04,316218.22,65509.01,112048.59,11449.6,1177.54,113826.84,126033.48,57,1996.96,785029.69,3.39,1.804,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-02-19,45,40,282036.15,202659.88,158186.76,43982.32,74984.16,9444.75,1244.25,74248.65,28531.28,47,1579.76,829502.81,3.25,1.287,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-02-26,33,29,197936.09,325931.88,269736.87,71080.35,120594.8,6634.8,1328.55,127621.93,70098.37,33,3867.33,885697.82,3.38,1.206,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-03-04,35,33,203419.3,408653.77,263382.54,89300.8,151201.89,7442.82,1546.45,160708.26,13890.58,37,4343.47,1030969.05,3.33,1.492,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-03-11,48,45,295658.72,179575.8,154587.85,39376.28,66443.05,9860.72,1583.94,63895.75,37323.86,49,1303.99,1055957.0,3.78,1.245,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-03-18,53,51,315646.98,274715.08,237226.28,60153.05,101644.58,10268.43,1640.17,102649.02,63520.05,51,2012.73,1093445.8,3.68,1.377,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-03-25,58,55,348632.49,495392.77,504233.11,108189.85,183295.32,12286.85,1626.91,191620.75,198834.18,61,3141.32,1084605.46,3.19,1.305,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-04-01,92,84,549797.67,72766.53,487440.95,15917.3,26923.62,20958.72,1004.9,8966.89,422636.41,104,86.22,669931.04,2.62,1.135,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-04-08,93,88,542460.32,489353.48,410175.08,106763.04,181060.79,21014.16,1123.66,180515.49,100213.43,104,1735.73,749109.44,2.25,1.167,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-04-15,88,84,546693.11,198744.06,225469.05,43246.4,73535.3,19246.26,1083.58,62716.1,88357.51,95,660.17,722384.45,2.3,1.065,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-04-22,51,46,303070.9,248253.31,207805.92,54107.1,91853.72,9953.14,1144.25,92339.35,50747.71,49,1884.48,762831.84,3.02,1.097,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-04-29,54,52,325290.69,244791.83,268468.2,53277.12,90572.98,10794.98,1108.73,90146.75,112714.39,53,1700.88,739155.47,2.5,0.944,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-05-06,56,55,332079.81,550824.6,306008.52,119931.44,203805.1,11844.29,1475.96,215243.77,-31048.27,58,3711.1,983971.55,3.17,1.083,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-05-13,48,46,281079.92,597764.64,284163.73,130046.31,221172.92,11670.46,1946.36,234874.95,-80672.32,57,4120.61,1297572.46,3.16,1.429,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-05-20,59,56,348874.18,364943.74,458914.8,79507.74,135029.18,12316.67,1805.4,138090.15,230255.81,60,2301.5,1203601.4,2.74,1.406,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-05-27,54,50,322677.36,384829.18,495978.98,83755.2,142386.8,9673.11,1638.68,149014.07,258525.19,47,3170.51,1092451.6,2.3,1.272,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-06-03,57,56,338270.11,359898.95,227351.72,78202.38,133162.61,14444.08,1837.5,134089.88,-294.85,70,1915.57,1224998.83,2.87,1.529,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-06-10,41,38,253387.18,74484.94,506108.62,16181.54,27559.43,9724.18,1190.06,21019.79,451453.41,47,447.23,793375.15,2.68,1.441,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-06-17,71,66,416618.89,146041.14,219905.11,31739.69,54035.22,16594.44,1079.27,43671.79,116456.49,80,545.9,719511.18,2.98,1.334,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-06-24,53,48,316790.54,396942.79,137752.22,86444.14,146868.83,9982.25,1468.05,153647.57,-107011.05,48,3200.99,978701.75,4.01,1.87,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-07-01,51,47,327638.03,475538.29,148968.81,103623.16,175949.17,10007.84,1957.91,185958.12,-142569.27,48,3874.13,1305271.23,4.78,2.317,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-07-08,55,53,337057.6,469389.69,97901.12,102448.9,173674.19,10847.15,2515.14,182419.45,-191584.26,52,3508.07,1676759.8,4.51,2.942,True
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-07-15,46,46,268940.3,267521.15,219350.51,58400.91,98982.83,11477.46,2587.4,98659.95,47901.91,55,1793.82,1724930.44,4.29,4.022,True
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-07-22,41,38,248744.34,349096.88,713494.7,76178.42,129165.85,7933.78,2040.8,135818.83,498175.85,38,3574.18,1360532.62,3.49,3.114,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-07-29,56,53,340133.55,165533.01,513808.31,36078.11,61247.21,12740.8,1518.39,55466.89,402223.8,61,909.29,1012257.32,3.24,2.093,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-08-05,61,57,369312.4,488579.47,157622.37,106615.72,180774.4,12538.09,2014.82,188651.26,-144320.66,60,3144.19,1343214.42,4.23,4.4,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-08-12,66,63,388422.21,158439.28,518421.63,34518.06,58622.53,15053.08,1474.85,50245.61,408753.11,72,697.86,983232.07,3.39,3.021,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-08-19,69,69,412760.18,249304.99,292421.93,54446.23,92242.85,18614.58,1410.17,84001.33,125708.1,89,943.84,940115.13,3.54,2.227,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-08-26,81,78,483186.19,171894.15,302932.65,37502.43,63600.84,17786.69,1213.61,53004.19,182829.08,85,623.58,809076.63,3.03,1.551,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-09-02,62,57,362364.48,424088.28,126362.16,92617.52,156912.66,12770.82,1660.2,161787.28,-137599.04,61,2652.25,1106802.75,4.41,1.431,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-09-09,45,42,271075.28,425578.0,261624.46,92567.59,157463.86,10262.54,1906.13,165284.01,-575.66,49,3373.14,1270756.29,4.0,1.508,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-09-16,75,70,454408.88,270228.82,212783.59,58801.37,99984.66,18020.62,1992.3,93422.17,33984.64,86,1086.3,1328201.52,4.11,1.977,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-09-23,69,62,407166.12,344560.36,234662.95,74793.5,127487.33,12367.82,2157.15,129911.71,17857.15,59,2201.89,1438098.93,3.93,2.967,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-09-30,73,65,441000.18,632848.76,546128.26,137037.26,234154.04,14680.87,2287.23,246976.59,157968.86,70,3528.24,1524819.43,3.65,1.643,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-10-07,65,61,381199.76,411212.66,532268.35,89297.93,152148.68,13836.55,2105.65,155929.5,274879.54,66,2362.57,1403763.74,3.38,1.576,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-10-14,50,47,297861.75,495832.96,472757.08,107826.9,183458.2,10479.16,2140.26,194068.7,168852.56,50,3881.37,1426839.62,3.03,1.512,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-10-21,59,55,347048.92,119885.56,205416.38,26065.77,44357.66,13409.38,2011.96,36052.75,119571.61,64,563.32,1341308.8,3.23,1.603,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-10-28,57,53,346866.18,153212.58,583366.38,33318.55,56688.65,13404.14,1366.73,49801.24,478588.31,64,778.14,911155.0,3.09,1.02,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-11-04,69,67,417795.46,437466.02,318737.84,95423.38,161862.43,16120.54,1544.82,164059.67,43786.67,77,2130.65,1029883.18,3.41,0.951,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-11-11,30,28,178361.4,567567.96,181721.27,124127.51,210000.15,6906.77,2123.59,226533.53,-161436.75,33,6864.65,1415729.87,4.43,1.373,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-11-18,33,30,195190.54,369764.45,533769.13,80818.84,136812.85,7323.21,1877.59,144809.55,306936.64,35,4137.42,1251725.19,3.28,1.096,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-11-25,50,47,303478.0,104577.07,274643.55,22884.91,38693.52,12549.16,1622.49,30449.48,198893.47,60,507.49,1081658.71,2.92,1.065,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-12-02,39,35,238231.96,260784.7,200682.72,57091.29,96490.34,7526.54,1712.64,99676.53,37861.91,36,2768.79,1141760.69,3.51,1.285,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-12-09,40,37,236435.07,157253.97,579435.68,34370.75,58183.97,8569.37,1079.37,56129.88,477232.22,41,1369.02,719578.98,3.23,1.196,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-12-16,47,42,289368.11,301955.75,177302.95,65904.8,111723.63,10029.49,1266.35,114297.83,-11621.32,48,2381.2,844231.78,4.1,1.37,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-12-23,43,42,256086.64,347821.31,214006.36,75854.07,128693.88,10025.55,1467.07,133247.81,-2034.21,48,2776.0,978046.73,3.66,1.837,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2024-12-30,76,70,456904.91,271838.78,335132.84,59307.51,100580.35,16702.69,1372.13,95248.23,157170.16,80,1190.6,914752.67,3.39,1.618,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2025-01-06,67,57,394858.69,144965.74,255236.03,31678.54,53637.32,14819.27,1206.72,44830.61,153894.18,71,631.42,804482.38,3.02,1.011,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2025-01-13,73,67,445670.84,231281.81,222275.94,50520.31,85574.27,15858.21,1220.23,79329.02,69102.92,76,1043.8,813488.25,3.27,1.174,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2025-01-20,84,81,512800.54,290358.39,193968.58,63437.57,107432.6,19189.23,1364.82,100298.99,2544.36,92,1090.21,909878.06,3.88,1.47,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2025-01-27,56,54,336411.32,596090.7,195630.23,130155.2,220553.56,15011.75,1965.51,230370.19,-172055.79,72,3199.59,1310338.53,4.15,2.259,False
C07,Mubarakpur Azamgarh,Uttar Pradesh,2025-02-03,40,36,240180.0,140757.04,253246.44,30696.78,52080.1,7920.53,1796.77,50059.63,160752.26,38,1317.36,1197849.13,3.81,2.574,False
