cluster_id,product_category,week_start_date,units_ordered,units_delivered,avg_order_value_inr
C08,dupatta,2023-07-17,5,5,2276.82
C08,dupatta,2023-07-24,11,11,2459.92
C08,dupatta,2023-07-31,8,8,2140.69
C08,dupatta,2023-08-07,9,9,2112.55
C08,dupatta,2023-08-14,16,15,1918.95
C08,dupatta,2023-08-21,22,20,1972.62
C08,dupatta,2023-08-28,15,14,2356.13
C08,dupatta,2023-09-04,21,21,2180.91
C08,dupatta,2023-09-11,9,8,2074.85
C08,dupatta,2023-09-18,8,8,2200.33
C08,dupatta,2023-09-25,8,7,2486.14
C08,dupatta,2023-10-02,19,18,2200.46
C08,dupatta,2023-10-09,13,13,2410.62
C08,dupatta,2023-10-16,20,20,2096.94
C08,dupatta,2023-10-23,10,9,2360.63
C08,dupatta,2023-10-30,19,19,2138.28
C08,dupatta,2023-11-06,18,14,2115.34
C08,dupatta,2023-11-13,14,13,2096.65
C08,dupatta,2023-11-20,12,11,2164.37
C08,dupatta,2023-11-27,9,9,2307.35
C08,dupatta,2023-12-04,13,9,2147.01
C08,dupatta,2023-12-11,4,4,2317.66
C08,dupatta,2023-12-18,12,12,2121.09
C08,dupatta,2023-12-25,8,7,2190.97
C08,dupatta,2024-01-01,9,9,2141.62
C08,dupatta,2024-01-08,13,12,2399.31
C08,dupatta,2024-01-15,15,13,2256.93
C08,dupatta,2024-01-22,4,2,2231.26
C08,dupatta,2024-01-29,8,7,2169.32
C08,dupatta,2024-02-05,13,13,2135.88
C08,dupatta,2024-02-12,7,7,2089.28
C08,dupatta,2024-02-19,8,7,2345.42
C08,dupatta,2024-02-26,8,8,2022.4
C08,dupatta,2024-03-04,16,15,2160.14
C08,dupatta,2024-03-11,8,7,2297.08
C08,dupatta,2024-03-18,15,14,2015.71
C08,dupatta,2024-03-25,13,12,2219.61
C08,dupatta,2024-04-01,9,8,2104.23
C08,dupatta,2024-04-08,13,13,2202.93
C08,dupatta,2024-04-15,18,17,2181.46
C08,dupatta,2024-04-22,7,7,1951.96
C08,dupatta,2024-04-29,7,7,2270.18
C08,dupatta,2024-05-06,4,4,2091.34
C08,dupatta,2024-05-13,11,11,2139.64
C08,dupatta,2024-05-20,10,10,2205.58
C08,dupatta,2024-05-27,21,20,2241.33
C08,dupatta,2024-06-03,8,6,2249.21
C08,dupatta,2024-06-10,8,8,2287.0
C08,dupatta,2024-06-17,11,10,1928.56
C08,dupatta,2024-06-24,6,5,2253.1
C08,dupatta,2024-07-01,10,9,2201.21
C08,dupatta,2024-07-08,9,8,2139.13
C08,dupatta,2024-07-15,7,6,2228.88
C08,dupatta,2024-07-22,8,7,2301.26
C08,dupatta,2024-07-29,16,15,2103.58
C08,dupatta,2024-08-05,9,9,2354.22
C08,dupatta,2024-08-12,16,15,2326.1
C08,dupatta,2024-08-19,16,15,2240.72
C08,dupatta,2024-08-26,22,22,2065.46
C08,dupatta,2024-09-02,19,17,2437.05
C08,dupatta,2024-09-09,15,13,2231.29
C08,dupatta,2024-09-16,10,9,2216.32
C08,dupatta,2024-09-23,16,15,2212.5
C08,dupatta,2024-09-30,19,18,2260.78
C08,dupatta,2024-10-07,13,10,2301.96
C08,dupatta,2024-10-14,13,13,2197.23
C08,dupatta,2024-10-21,10,10,2063.29
C08,dupatta,2024-10-28,19,16,2313.84
C08,dupatta,2024-11-04,10,9,2110.32
C08,dupatta,2024-11-11,10,10,2089.48
C08,dupatta,2024-11-18,8,8,2192.99
C08,dupatta,2024-11-25,15,14,2149.86
C08,dupatta,2024-12-02,10,9,2241.8
C08,dupatta,2024-12-09,16,15,2262.71
C08,dupatta,2024-12-16,11,11,2148.29
C08,dupatta,2024-12-23,11,10,2213.34
C08,dupatta,2024-12-30,10,8,2146.61
C08,dupatta,2025-01-06,10,10,2284.35
C08,dupatta,2025-01-13,8,7,2253.93
C08,dupatta,2025-01-20,12,12,2278.92
C08,dupatta,2025-01-27,6,6,2168.74
C08,dupatta,2025-02-03,7,6,2228.42
C08,dupatta,2025-02-10,14,13,2256.11
C08,dupatta,2025-02-17,8,7,2282.37
C08,dupatta,2025-02-24,15,14,2272.91
C08,dupatta,2025-03-03,15,13,2186.49
C08,dupatta,2025-03-10,11,11,2073.53
C08,dupatta,2025-03-17,15,15,2255.18
C08,dupatta,2025-03-24,16,15,2249.72
C08,dupatta,2025-03-31,20,20,2079.02
C08,dupatta,2025-04-07,7,7,2293.14
C08,dupatta,2025-04-14,7,7,2217.18
C08,dupatta,2025-04-21,16,16,2185.82
C08,dupatta,2025-04-28,10,10,2223.48
C08,dupatta,2025-05-05,15,14,2302.42
C08,dupatta,2025-05-12,10,10,2371.44
C08,dupatta,2025-05-19,9,9,2194.1
C08,dupatta,2025-05-26,10,8,2174.66
C08,dupatta,2025-06-02,14,12,2266.86
C08,dupatta,2025-06-09,5,5,2052.6
C08,dupatta,2025-06-16,8,8,2294.86
C08,dupatta,2025-06-23,10,10,2050.98
C08,dupatta,2025-06-30,13,9,2048.82
C08,dupatta,2025-07-07,12,11,2370.86
C08,dupatta,2025-07-14,10,9,1970.9
C08,dupatta,2025-07-21,14,14,2343.8
C08,dupatta,2025-07-28,13,13,2371.57
C08,dupatta,2025-08-04,11,9,2237.35
C08,dupatta,2025-08-11,14,13,2266.63
C08,dupatta,2025-08-18,20,20,2026.85
C08,dupatta,2025-08-25,16,15,2145.83
C08,dupatta,2025-09-01,18,17,2239.43
C08,dupatta,2025-09-08,15,15,2236.23
C08,dupatta,2025-09-15,12,12,2248.88
C08,dupatta,2025-09-22,10,10,2236.17
C08,dupatta,2025-09-29,18,17,2202.31
C08,dupatta,2025-10-06,9,7,2065.6
C08,dupatta,2025-10-13,18,17,2238.72
C08,dupatta,2025-10-20,13,12,2074.95
C08,dupatta,2025-10-27,18,18,2159.87
C08,dupatta,2025-11-03,9,8,2353.14
C08,dupatta,2025-11-10,10,10,2027.92
C08,dupatta,2025-11-17,9,9,2186.33
C08,dupatta,2025-11-24,7,7,2295.51
C08,dupatta,2025-12-01,6,6,2270.26
C08,dupatta,2025-12-08,8,7,2233.62
C08,dupatta,2025-12-15,6,5,2125.5
C08,dupatta,2025-12-22,9,9,2344.19
C08,dupatta,2025-12-29,13,13,2065.36
C08,dupatta,2026-01-05,22,22,2276.22
C08,dupatta,2026-01-12,15,15,2216.83
C08,dupatta,2026-01-19,14,14,2113.46
C08,dupatta,2026-01-26,11,10,2157.2
C08,dupatta,2026-02-02,6,5,2399.22
C08,dupatta,2026-02-09,10,8,2072.17
C08,dupatta,2026-02-16,9,9,2006.41
C08,dupatta,2026-02-23,13,13,2129.83
C08,dupatta,2026-03-02,10,9,2245.43
C08,dupatta,2026-03-09,17,17,2356.62
C08,dupatta,2026-03-16,11,10,2202.78
C08,dupatta,2026-03-23,19,18,2020.86
C08,dupatta,2026-03-30,17,17,2210.51
C08,dupatta,2026-04-06,5,5,2294.15
C08,dupatta,2026-04-13,11,11,2235.26
C08,dupatta,2026-04-20,7,7,2254.32
C08,dupatta,2026-04-27,7,6,1994.08
C08,dupatta,2026-05-04,12,12,2052.37
C08,dupatta,2026-05-11,16,15,2185.27
C08,dupatta,2026-05-18,8,8,2324.68
C08,dupatta,2026-05-25,8,8,2113.16
C08,dupatta,2026-06-01,8,8,2222.52
C08,dupatta,2026-06-08,9,7,2218.29
C08,dupatta,2026-06-15,9,9,2085.3
C08,dupatta,2026-06-22,12,12,2119.01
C08,stole,2021-07-05,7,4,2046.82
C08,stole,2021-07-12,4,2,2306.6
C08,stole,2021-07-19,13,13,2219.58
C08,stole,2021-07-26,15,15,2243.29
C08,stole,2021-08-02,12,12,2249.63
C08,stole,2021-08-09,12,11,2267.81
C08,stole,2021-08-16,13,13,2216.88
C08,stole,2021-08-23,16,14,2108.34
C08,stole,2021-08-30,7,7,2366.68
C08,stole,2021-09-06,7,7,2270.23
C08,stole,2021-09-13,17,17,2101.25
C08,stole,2021-09-20,12,11,2102.82
C08,stole,2021-09-27,15,14,2418.89
C08,stole,2021-10-04,14,11,2182.13
C08,stole,2021-10-11,16,16,2125.47
C08,stole,2021-10-18,13,12,2141.66
C08,stole,2021-10-25,11,10,2249.61
C08,stole,2021-11-01,17,15,2147.69
C08,stole,2021-11-08,11,10,2214.67
C08,stole,2021-11-15,6,6,2454.03
C08,stole,2021-11-22,5,5,2027.17
C08,stole,2021-11-29,7,6,2155.34
C08,stole,2021-12-06,2,2,2206.74
C08,stole,2021-12-13,7,7,2005.96
C08,stole,2021-12-20,7,7,2256.88
C08,stole,2021-12-27,10,10,2298.48
C08,stole,2022-01-03,15,14,2047.27
C08,stole,2022-01-10,22,20,2191.05
C08,stole,2022-01-17,15,14,2220.14
C08,stole,2022-01-24,7,7,2263.22
C08,stole,2022-01-31,9,8,2493.58
C08,stole,2022-02-07,7,6,2118.46
C08,stole,2022-02-14,8,8,2259.11
C08,stole,2022-02-21,9,9,2185.98
C08,stole,2022-02-28,8,8,2167.2
C08,stole,2022-03-07,10,10,2201.78
C08,stole,2022-03-14,5,5,2245.18
C08,stole,2022-03-21,8,8,2201.06
C08,stole,2022-03-28,9,9,2230.29
C08,stole,2022-04-04,13,12,2191.16
C08,stole,2022-04-11,18,15,2096.93
C08,stole,2022-04-18,13,11,2290.81
C08,stole,2022-04-25,23,22,2312.94
C08,stole,2022-05-02,16,16,2307.94
C08,stole,2022-05-09,16,16,2274.18
C08,stole,2022-05-16,6,6,2114.65
C08,stole,2022-05-23,16,16,2095.12
C08,stole,2022-05-30,6,5,2300.75
C08,stole,2022-06-06,13,11,2067.54
C08,stole,2022-06-13,12,12,2124.61
C08,stole,2022-06-20,11,11,2436.07
C08,stole,2022-06-27,5,5,2255.87
C08,stole,2022-07-04,9,8,2217.54
C08,stole,2022-07-11,15,14,1996.29
C08,stole,2022-07-18,18,15,2126.17
C08,stole,2022-07-25,14,14,2291.96
C08,stole,2022-08-01,9,9,2036.84
C08,stole,2022-08-08,20,20,2244.29
C08,stole,2022-08-15,12,12,2047.97
C08,stole,2022-08-22,10,10,2131.37
C08,stole,2022-08-29,18,16,2026.92
C08,stole,2022-09-05,18,18,2210.46
C08,stole,2022-09-12,15,14,2012.93
C08,stole,2022-09-19,11,11,2190.78
C08,stole,2022-09-26,17,15,2270.26
C08,stole,2022-10-03,14,13,2221.98
C08,stole,2022-10-10,17,17,2251.13
C08,stole,2022-10-17,7,7,2224.84
C08,stole,2022-10-24,16,14,2190.0
C08,stole,2022-10-31,15,14,2192.47
C08,stole,2022-11-07,2,2,2232.23
C08,stole,2022-11-14,10,10,2079.9
C08,stole,2022-11-21,12,12,2156.44
C08,stole,2022-11-28,4,4,2423.74
C08,stole,2022-12-05,7,7,2253.32
C08,stole,2022-12-12,5,5,2337.41
C08,stole,2022-12-19,6,6,2237.44
C08,stole,2022-12-26,12,11,2119.49
C08,stole,2023-01-02,7,7,2166.49
C08,stole,2023-01-09,8,7,2008.35
C08,stole,2023-01-16,12,11,2351.19
C08,stole,2023-01-23,10,8,2298.5
C08,stole,2023-01-30,12,10,2107.99
C08,stole,2023-02-06,12,11,2284.07
C08,stole,2023-02-13,9,8,2274.2
C08,stole,2023-02-20,7,7,2208.5
C08,stole,2023-02-27,14,12,2252.38
C08,stole,2023-03-06,16,14,2262.7
C08,stole,2023-03-13,9,9,2242.3
C08,stole,2023-03-20,10,10,2216.63
C08,stole,2023-03-27,18,16,2209.43
C08,stole,2023-04-03,9,9,2137.6
C08,stole,2023-04-10,17,15,2299.92
C08,stole,2023-04-17,23,20,2417.96
C08,stole,2023-04-24,13,13,2076.81
C08,stole,2023-05-01,11,10,2203.78
C08,stole,2023-05-08,17,15,2128.11
C08,stole,2023-05-15,13,12,2260.55
C08,stole,2023-05-22,5,5,2246.92
C08,stole,2023-05-29,16,14,2214.82
C08,stole,2023-06-05,7,7,2134.94
C08,stole,2023-06-12,8,8,2147.97
C08,stole,2023-06-19,7,5,2116.33
C08,stole,2023-06-26,10,8,2010.63
C08,stole,2023-07-03,8,8,2335.21
C08,stole,2023-07-10,14,14,2273.55
C08,stole,2023-07-17,4,4,2341.93
C08,stole,2023-07-24,13,13,2161.63
C08,stole,2023-07-31,15,14,2253.9
C08,stole,2023-08-07,12,11,2106.76
C08,stole,2023-08-14,9,8,2137.34
C08,stole,2023-08-21,15,14,2425.43
C08,stole,2023-08-28,14,14,2158.95
C08,stole,2023-09-04,11,11,2304.21
C08,stole,2023-09-11,8,6,2227.63
C08,stole,2023-09-18,11,9,2046.56
C08,stole,2023-09-25,9,8,2185.2
C08,stole,2023-10-02,11,9,2241.56
C08,stole,2023-10-09,13,12,2278.07
C08,stole,2023-10-16,14,13,2003.43
C08,stole,2023-10-23,16,14,2093.81
C08,stole,2023-10-30,13,13,2234.15
C08,stole,2023-11-06,11,9,2096.51
C08,stole,2023-11-13,11,11,2334.08
C08,stole,2023-11-20,10,10,2193.15
C08,stole,2023-11-27,7,7,2253.52
C08,stole,2023-12-04,3,3,2342.54
C08,stole,2023-12-11,10,9,2066.39
C08,stole,2023-12-18,13,12,2250.87
C08,stole,2023-12-25,12,11,2214.82
C08,stole,2024-01-01,18,17,2218.17
C08,stole,2024-01-08,10,9,2175.39
C08,stole,2024-01-15,10,10,2217.52
C08,stole,2024-01-22,7,7,1878.17
C08,stole,2024-01-29,5,5,2336.86
C08,stole,2024-02-05,14,13,2053.02
C08,stole,2024-02-12,12,12,2395.2
C08,stole,2024-02-19,13,11,2095.57
C08,stole,2024-02-26,7,7,2090.79
C08,stole,2024-03-04,10,9,2244.56
C08,stole,2024-03-11,14,14,2229.86
C08,stole,2024-03-18,10,10,2249.58
C08,stole,2024-03-25,17,16,2239.8
C08,stole,2024-04-01,17,16,2184.54
C08,stole,2024-04-08,20,19,2159.56
C08,stole,2024-04-15,26,26,2264.05
C08,stole,2024-04-22,6,6,2123.92
C08,stole,2024-04-29,15,14,2213.12
C08,stole,2024-05-06,10,10,2013.59
C08,stole,2024-05-13,13,11,2227.94
C08,stole,2024-05-20,10,10,2210.83
C08,stole,2024-05-27,15,15,2195.49
C08,stole,2024-06-03,12,11,2387.68
C08,stole,2024-06-10,14,13,2364.43
C08,stole,2024-06-17,13,13,2300.59
C08,stole,2024-06-24,7,7,2298.17
C08,stole,2024-07-01,11,11,2211.62
C08,stole,2024-07-08,8,6,2233.81
C08,stole,2024-07-15,11,9,2247.6
C08,stole,2024-07-22,13,10,2266.28
C08,stole,2024-07-29,7,7,2207.85
C08,stole,2024-08-05,17,16,2259.63
C08,stole,2024-08-12,12,11,2207.1
C08,stole,2024-08-19,15,14,2246.38
C08,stole,2024-08-26,15,15,2300.94
C08,stole,2024-09-02,16,16,2127.83
C08,stole,2024-09-09,14,14,2214.56
C08,stole,2024-09-16,17,16,2208.35
C08,stole,2024-09-23,12,9,2087.99
C08,stole,2024-09-30,17,17,2353.02
C08,stole,2024-10-07,16,15,2109.19
C08,stole,2024-10-14,16,16,2357.59
C08,stole,2024-10-21,15,15,2052.34
C08,stole,2024-10-28,9,8,2035.38
C08,stole,2024-11-04,18,17,2163.03
C08,stole,2024-11-11,14,13,2243.76
C08,stole,2024-11-18,4,4,2243.15
C08,stole,2024-11-25,9,9,2342.23
C08,stole,2024-12-02,9,8,2115.3
C08,stole,2024-12-09,3,3,2301.86
C08,stole,2024-12-16,6,5,2017.58
C08,stole,2024-12-23,7,6,2093.64
C08,stole,2024-12-30,18,18,2171.04
C08,stole,2025-01-06,12,11,2078.96
C08,stole,2025-01-13,19,18,2260.18
C08,stole,2025-01-20,11,11,2128.39
C08,stole,2025-01-27,6,5,2310.34
C08,stole,2025-02-03,6,5,2295.54
C08,stole,2025-02-10,11,7,2125.73
C08,stole,2025-02-17,7,7,2161.26
C08,stole,2025-02-24,8,7,2190.17
C08,stole,2025-03-03,10,9,2348.98
C08,stole,2025-03-10,11,11,2096.33
C08,stole,2025-03-17,19,19,1938.89
C08,stole,2025-03-24,11,11,2153.41
C08,stole,2025-03-31,22,22,2098.85
C08,stole,2025-04-07,7,7,2031.52
C08,stole,2025-04-14,7,6,2195.95
C08,stole,2025-04-21,8,8,2070.93
C08,stole,2025-04-28,8,7,2237.16
C08,stole,2025-05-05,9,9,2067.69
C08,stole,2025-05-12,8,8,2524.86
C08,stole,2025-05-19,11,10,2316.51
C08,stole,2025-05-26,10,9,2119.37
C08,stole,2025-06-02,12,12,2115.17
C08,stole,2025-06-09,11,10,2179.09
C08,stole,2025-06-16,16,14,2280.97
C08,stole,2025-06-23,10,10,2150.74
C08,stole,2025-06-30,10,10,2072.22
C08,stole,2025-07-07,10,10,2040.38
C08,stole,2025-07-14,8,8,2197.94
C08,stole,2025-07-21,15,15,2120.29
C08,stole,2025-07-28,15,14,2231.15
C08,stole,2025-08-04,17,17,1966.1
C08,stole,2025-08-11,13,12,2251.98
C08,stole,2025-08-18,8,8,2164.7
C08,stole,2025-08-25,16,15,2007.02
C08,stole,2025-09-01,15,13,2239.84
C08,stole,2025-09-08,13,12,2254.84
C08,stole,2025-09-15,22,21,2111.26
C08,stole,2025-09-22,19,19,2271.1
C08,stole,2025-09-29,14,13,2049.74
C08,stole,2025-10-06,18,16,1947.55
C08,stole,2025-10-13,16,15,2181.31
C08,stole,2025-10-20,15,13,2102.44
C08,stole,2025-10-27,10,9,2062.95
C08,stole,2025-11-03,8,8,2262.77
C08,stole,2025-11-10,13,13,2223.63
C08,stole,2025-11-17,4,3,2380.42
C08,stole,2025-11-24,8,8,2245.87
C08,stole,2025-12-01,4,4,2260.8
C08,stole,2025-12-08,7,6,2103.94
C08,stole,2025-12-15,10,10,1964.58
C08,stole,2025-12-22,10,10,2417.57
C08,stole,2025-12-29,11,11,2254.2
C08,stole,2026-01-05,6,6,2376.42
C08,stole,2026-01-12,13,13,2070.02
C08,stole,2026-01-19,8,8,2310.72
C08,stole,2026-01-26,11,11,2231.78
C08,stole,2026-02-02,3,2,2316.85
C08,stole,2026-02-09,5,5,2263.85
C08,stole,2026-02-16,11,11,2174.82
C08,stole,2026-02-23,12,11,2230.9
C08,stole,2026-03-02,13,13,2161.16
C08,stole,2026-03-09,21,20,2292.09
C08,stole,2026-03-16,16,15,2112.45
C08,stole,2026-03-23,19,18,2122.73
C08,stole,2026-03-30,11,11,2182.32
C08,stole,2026-04-06,14,13,2267.66
C08,stole,2026-04-13,12,12,2205.86
C08,stole,2026-04-20,14,12,2164.01
C08,stole,2026-04-27,12,12,2316.19
C08,stole,2026-05-04,13,13,2264.74
C08,stole,2026-05-11,6,6,2149.47
C08,stole,2026-05-18,12,12,2085.34
C08,stole,2026-05-25,14,12,2180.68
C08,stole,2026-06-01,7,7,2131.41
C08,stole,2026-06-08,11,11,2115.06
C08,stole,2026-06-15,14,13,2282.45
C08,stole,2026-06-22,9,9,2324.0
C08,yardage_fabric,2021-07-05,6,6,2189.06
C08,yardage_fabric,2021-07-12,14,14,2117.86
C08,yardage_fabric,2021-07-19,6,6,2216.63
C08,yardage_fabric,2021-07-26,13,13,2188.34
C08,yardage_fabric,2021-08-02,9,8,2159.78
C08,yardage_fabric,2021-08-09,13,11,2279.6
C08,yardage_fabric,2021-08-16,20,17,2227.13
C08,yardage_fabric,2021-08-23,25,23,2361.69
C08,yardage_fabric,2021-08-30,10,9,2117.75
C08,yardage_fabric,2021-09-06,4,4,2168.32
C08,yardage_fabric,2021-09-13,3,1,2018.3
C08,yardage_fabric,2021-09-20,12,12,2103.97
C08,yardage_fabric,2021-09-27,11,10,2282.24
C08,yardage_fabric,2021-10-04,11,11,2302.54
C08,yardage_fabric,2021-10-11,9,9,2289.28
C08,yardage_fabric,2021-10-18,7,7,2355.85
C08,yardage_fabric,2021-10-25,16,14,2272.95
C08,yardage_fabric,2021-11-01,11,9,2220.3
C08,yardage_fabric,2021-11-08,10,10,2287.01
C08,yardage_fabric,2021-11-15,8,8,2130.19
C08,yardage_fabric,2021-11-22,6,5,2033.11
C08,yardage_fabric,2021-11-29,5,5,2170.71
C08,yardage_fabric,2021-12-06,8,8,2183.79
C08,yardage_fabric,2021-12-13,7,7,2226.32
C08,yardage_fabric,2021-12-20,6,5,2126.33
C08,yardage_fabric,2021-12-27,11,10,2147.99
C08,yardage_fabric,2022-01-03,9,8,2300.95
C08,yardage_fabric,2022-01-10,12,12,2080.28
C08,yardage_fabric,2022-01-17,13,13,2203.76
C08,yardage_fabric,2022-01-24,7,7,2146.41
C08,yardage_fabric,2022-01-31,9,9,2028.92
C08,yardage_fabric,2022-02-07,10,10,2169.92
C08,yardage_fabric,2022-02-14,9,9,2116.14
C08,yardage_fabric,2022-02-21,7,7,2168.67
C08,yardage_fabric,2022-02-28,5,5,2223.71
C08,yardage_fabric,2022-03-07,10,10,1975.66
C08,yardage_fabric,2022-03-14,8,6,2328.42
C08,yardage_fabric,2022-03-21,7,7,2545.6
C08,yardage_fabric,2022-03-28,17,16,2111.12
C08,yardage_fabric,2022-04-04,15,15,2150.13
C08,yardage_fabric,2022-04-11,7,7,2124.61
C08,yardage_fabric,2022-04-18,15,14,2095.8
C08,yardage_fabric,2022-04-25,20,19,2434.05
C08,yardage_fabric,2022-05-02,22,21,2180.64
C08,yardage_fabric,2022-05-09,27,27,2291.32
C08,yardage_fabric,2022-05-16,14,10,2344.31
C08,yardage_fabric,2022-05-23,4,4,2329.91
C08,yardage_fabric,2022-05-30,6,6,2338.2
C08,yardage_fabric,2022-06-06,11,10,2070.09
C08,yardage_fabric,2022-06-13,9,7,2315.29
C08,yardage_fabric,2022-06-20,5,4,2172.36
C08,yardage_fabric,2022-06-27,17,16,2395.64
C08,yardage_fabric,2022-07-04,13,12,2117.75
C08,yardage_fabric,2022-07-11,8,8,2083.41
C08,yardage_fabric,2022-07-18,10,10,2208.98
C08,yardage_fabric,2022-07-25,14,14,2279.59
C08,yardage_fabric,2022-08-01,9,9,2011.55
C08,yardage_fabric,2022-08-08,9,9,2163.73
C08,yardage_fabric,2022-08-15,20,20,2087.68
C08,yardage_fabric,2022-08-22,13,12,2309.9
C08,yardage_fabric,2022-08-29,15,14,2146.05
C08,yardage_fabric,2022-09-05,12,11,2332.16
C08,yardage_fabric,2022-09-12,11,11,2129.46
C08,yardage_fabric,2022-09-19,14,13,2241.68
C08,yardage_fabric,2022-09-26,15,14,2056.35
C08,yardage_fabric,2022-10-03,25,23,2196.23
C08,yardage_fabric,2022-10-10,12,12,2087.72
C08,yardage_fabric,2022-10-17,12,11,2376.31
C08,yardage_fabric,2022-10-24,8,8,2326.33
C08,yardage_fabric,2022-10-31,13,13,2232.01
C08,yardage_fabric,2022-11-07,8,8,2320.83
C08,yardage_fabric,2022-11-14,7,7,2153.2
C08,yardage_fabric,2022-11-21,12,11,2275.48
C08,yardage_fabric,2022-11-28,9,8,2199.45
C08,yardage_fabric,2022-12-05,11,10,2264.9
C08,yardage_fabric,2022-12-12,8,8,2221.76
C08,yardage_fabric,2022-12-19,10,10,2202.06
C08,yardage_fabric,2022-12-26,19,18,2009.12
C08,yardage_fabric,2023-01-02,16,13,2137.21
C08,yardage_fabric,2023-01-09,11,10,2407.86
C08,yardage_fabric,2023-01-16,17,17,2195.58
C08,yardage_fabric,2023-01-23,5,5,2129.82
C08,yardage_fabric,2023-01-30,5,5,2213.76
C08,yardage_fabric,2023-02-06,6,6,2040.92
C08,yardage_fabric,2023-02-13,6,5,2156.49
C08,yardage_fabric,2023-02-20,10,9,2229.15
C08,yardage_fabric,2023-02-27,4,3,2262.95
C08,yardage_fabric,2023-03-06,14,13,2246.77
C08,yardage_fabric,2023-03-13,13,12,2375.17
C08,yardage_fabric,2023-03-20,6,6,2134.63
C08,yardage_fabric,2023-03-27,12,11,2043.4
C08,yardage_fabric,2023-04-03,7,7,2169.14
C08,yardage_fabric,2023-04-10,21,19,2146.49
C08,yardage_fabric,2023-04-17,14,14,2229.06
C08,yardage_fabric,2023-04-24,10,9,2176.81
C08,yardage_fabric,2023-05-01,12,11,2224.29
C08,yardage_fabric,2023-05-08,14,13,2219.83
C08,yardage_fabric,2023-05-15,6,6,2305.85
C08,yardage_fabric,2023-05-22,10,10,2206.94
C08,yardage_fabric,2023-05-29,8,8,2230.93
C08,yardage_fabric,2023-06-05,16,15,2404.34
C08,yardage_fabric,2023-06-12,11,11,2028.25
C08,yardage_fabric,2023-06-19,6,6,2228.44
C08,yardage_fabric,2023-06-26,10,10,2195.59
C08,yardage_fabric,2023-07-03,8,8,2213.56
C08,yardage_fabric,2023-07-10,14,14,2272.09
C08,yardage_fabric,2023-07-17,14,12,2116.54
C08,yardage_fabric,2023-07-24,12,12,2145.49
C08,yardage_fabric,2023-07-31,9,8,2289.0
C08,yardage_fabric,2023-08-07,15,15,2191.11
C08,yardage_fabric,2023-08-14,12,12,2102.66
C08,yardage_fabric,2023-08-21,11,10,2294.74
C08,yardage_fabric,2023-08-28,14,12,2277.81
C08,yardage_fabric,2023-09-04,19,18,2225.4
C08,yardage_fabric,2023-09-11,5,5,2253.01
C08,yardage_fabric,2023-09-18,4,4,2269.81
C08,yardage_fabric,2023-09-25,17,16,2197.55
C08,yardage_fabric,2023-10-02,12,11,2241.48
C08,yardage_fabric,2023-10-09,16,14,2076.28
C08,yardage_fabric,2023-10-16,13,13,2184.6
C08,yardage_fabric,2023-10-23,10,9,2313.44
C08,yardage_fabric,2023-10-30,13,11,2449.08
C08,yardage_fabric,2023-11-06,16,16,2220.88
C08,yardage_fabric,2023-11-13,19,17,2107.9
C08,yardage_fabric,2023-11-20,8,7,2168.32
C08,yardage_fabric,2023-11-27,7,7,2047.66
C08,yardage_fabric,2023-12-04,10,10,2281.16
C08,yardage_fabric,2023-12-11,11,9,2212.38
C08,yardage_fabric,2023-12-18,5,5,2102.21
C08,yardage_fabric,2023-12-25,5,5,2186.31
C08,yardage_fabric,2024-01-01,15,11,2284.95
C08,yardage_fabric,2024-01-08,13,13,2212.91
C08,yardage_fabric,2024-01-15,12,12,2131.63
C08,yardage_fabric,2024-01-22,10,10,2319.87
C08,yardage_fabric,2024-01-29,1,0,2245.13
C08,yardage_fabric,2024-02-05,8,8,2123.19
C08,yardage_fabric,2024-02-12,11,10,2210.15
C08,yardage_fabric,2024-02-19,8,7,1974.76
C08,yardage_fabric,2024-02-26,8,8,2235.95
C08,yardage_fabric,2024-03-04,10,9,2514.81
C08,yardage_fabric,2024-03-11,13,12,2327.39
C08,yardage_fabric,2024-03-18,17,16,2188.47
C08,yardage_fabric,2024-03-25,17,16,2234.34
C08,yardage_fabric,2024-04-01,15,15,2266.8
C08,yardage_fabric,2024-04-08,23,23,2273.94
C08,yardage_fabric,2024-04-15,18,18,2194.02
C08,yardage_fabric,2024-04-22,6,6,1967.02
C08,yardage_fabric,2024-04-29,7,6,2168.28
C08,yardage_fabric,2024-05-06,12,12,2140.92
C08,yardage_fabric,2024-05-13,7,7,2195.65
C08,yardage_fabric,2024-05-20,13,12,2124.11
C08,yardage_fabric,2024-05-27,9,8,2273.3
C08,yardage_fabric,2024-06-03,5,4,2429.6
C08,yardage_fabric,2024-06-10,8,8,2313.83
C08,yardage_fabric,2024-06-17,16,15,2198.89
C08,yardage_fabric,2024-06-24,6,6,2373.07
C08,yardage_fabric,2024-07-01,10,9,2310.22
C08,yardage_fabric,2024-07-08,13,11,2286.63
C08,yardage_fabric,2024-07-15,8,8,2143.39
C08,yardage_fabric,2024-07-22,7,7,2190.39
C08,yardage_fabric,2024-07-29,10,10,2270.66
C08,yardage_fabric,2024-08-05,9,9,2443.56
C08,yardage_fabric,2024-08-12,12,11,2364.46
C08,yardage_fabric,2024-08-19,13,12,2271.48
C08,yardage_fabric,2024-08-26,20,18,2224.01
C08,yardage_fabric,2024-09-02,15,14,2290.23
C08,yardage_fabric,2024-09-09,10,10,2265.13
C08,yardage_fabric,2024-09-16,14,14,2374.89
