week_start_date,year,month,week_of_year,festival_name,festival_proximity,is_festival_week,is_wedding_season,google_trends_source,google_trends_index,cotton_price_inr_per_kg,cotton_price_source,cpi_inflation_index,cpi_source
2023-06-12,2023,6,24,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.7,204.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),110.96,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-06-19,2023,6,25,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.5,205.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.07,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-06-26,2023,6,26,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.2,207.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.19,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-07-03,2023,7,27,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.6,205.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.3,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-07-10,2023,7,28,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),53.5,204.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.42,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-07-17,2023,7,29,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.3,208.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.53,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-07-24,2023,7,30,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.4,206.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.65,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-07-31,2023,7,31,Onam,0.17142857142857137,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.8,204.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.76,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-08-07,2023,8,32,Onam,0.37142857142857144,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),51.1,205.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.88,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-08-14,2023,8,33,Onam,0.5714285714285714,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.3,207.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),111.99,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-08-21,2023,8,34,Onam,0.7714285714285715,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),68.2,207.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.11,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-08-28,2023,8,35,Onam,0.9714285714285714,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),69.5,210.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.22,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-09-04,2023,9,36,Raksha_Bandhan,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.9,211.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.34,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-09-11,2023,9,37,Navratri_start,0.028571428571428692,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),34.9,213.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.45,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-09-18,2023,9,38,Navratri_start,0.22857142857142854,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),37.6,214.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.57,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-09-25,2023,9,39,Navratri_start,0.4285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),46.0,220.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.69,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-10-02,2023,10,40,Navratri_start,0.6285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.6,219.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.8,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-10-09,2023,10,41,Navratri_start,0.8285714285714285,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.7,215.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),112.92,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-10-16,2023,10,42,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.3,218.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-10-23,2023,10,43,Diwali,0.4285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),36.5,217.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.15,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-10-30,2023,10,44,Diwali,0.6285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),47.9,217.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.27,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-11-06,2023,11,45,Diwali,0.8285714285714285,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.9,220.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.38,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-11-13,2023,11,46,Diwali,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.6,216.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.5,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-11-20,2023,11,47,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),28.9,213.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.62,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-11-27,2023,11,48,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),27.7,209.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.74,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-12-04,2023,12,49,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),33.1,207.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.85,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-12-11,2023,12,50,Pongal,0.028571428571428692,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),24.8,208.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),113.97,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-12-18,2023,12,51,Pongal,0.22857142857142854,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),35.5,209.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.09,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2023-12-25,2023,12,52,Pongal,0.4285714285714286,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),43.0,209.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.2,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-01-01,2024,1,1,Pongal,0.6285714285714286,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.1,206.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.32,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-01-08,2024,1,2,Pongal,0.8285714285714285,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.2,201.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.44,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-01-15,2024,1,3,Pongal,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),75.4,201.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.56,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-01-22,2024,1,4,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),39.3,200.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.68,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-01-29,2024,1,5,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),36.7,201.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.79,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-02-05,2024,2,6,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),40.9,203.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),114.91,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-02-12,2024,2,7,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.7,203.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-02-19,2024,2,8,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),53.1,205.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.15,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-02-26,2024,2,9,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.1,205.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.27,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-03-04,2024,3,10,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.9,206.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.39,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-03-11,2024,3,11,Eid_ul_Fitr,0.1428571428571429,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.0,205.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.51,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-03-18,2024,3,12,Eid_ul_Fitr,0.34285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.3,204.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.62,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-03-25,2024,3,13,Eid_ul_Fitr,0.5428571428571429,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),70.4,205.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.74,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-04-01,2024,4,14,Eid_ul_Fitr,0.7428571428571429,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),88.5,207.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.86,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-04-08,2024,4,15,Eid_ul_Fitr,0.9428571428571428,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),92.5,206.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),115.98,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-04-15,2024,4,16,Eid_ul_Fitr,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),97.0,207.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.1,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-04-22,2024,4,17,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.0,206.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.22,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-04-29,2024,4,18,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.3,206.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.34,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-05-06,2024,5,19,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),69.3,208.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.46,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-05-13,2024,5,20,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.5,203.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.58,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-05-20,2024,5,21,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.8,201.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.7,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-05-27,2024,5,22,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.6,197.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.82,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-06-03,2024,6,23,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.0,192.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),116.94,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-06-10,2024,6,24,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.5,191.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.06,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-06-17,2024,6,25,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.8,192.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.18,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-06-24,2024,6,26,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.3,192.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.3,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-07-01,2024,7,27,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.9,192.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.42,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-07-08,2024,7,28,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),58.2,195.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.55,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-07-15,2024,7,29,,0.0,False,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),50.1,197.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.67,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-07-22,2024,7,30,Raksha_Bandhan,0.19999999999999996,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.0,197.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.79,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-07-29,2024,7,31,Raksha_Bandhan,0.4,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),57.6,200.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),117.91,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-08-05,2024,8,32,Raksha_Bandhan,0.6,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),63.1,200.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.03,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-08-12,2024,8,33,Raksha_Bandhan,0.8,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),79.1,199.1,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.15,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-08-19,2024,8,34,Raksha_Bandhan,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),71.9,197.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.27,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-08-26,2024,8,35,Raksha_Bandhan,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),76.3,194.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.4,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-09-02,2024,9,36,Onam,0.6285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.1,192.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.52,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-09-09,2024,9,37,Onam,0.8285714285714285,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.4,191.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.64,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-09-16,2024,9,38,Onam,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),68.3,193.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.76,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-09-23,2024,9,39,Navratri_start,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.4,197.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),118.88,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-09-30,2024,9,40,Navratri_start,0.9142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.4,194.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.01,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-10-07,2024,10,41,Navratri_start,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),59.7,195.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.13,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-10-14,2024,10,42,Diwali,0.5142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),46.1,192.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.25,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-10-21,2024,10,43,Diwali,0.7142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),48.8,193.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.37,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-10-28,2024,10,44,Diwali,0.9142857142857143,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.2,193.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.5,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-11-04,2024,11,45,Diwali,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),54.9,189.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.62,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-11-11,2024,11,46,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),25.8,191.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.74,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-11-18,2024,11,47,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),31.9,189.4,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.87,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-11-25,2024,11,48,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),26.9,187.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),119.99,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-12-02,2024,12,49,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),26.8,185.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.11,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-12-09,2024,12,50,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),29.7,183.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.24,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-12-16,2024,12,51,Pongal,0.17142857142857137,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),41.3,184.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.36,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-12-23,2024,12,52,Pongal,0.37142857142857144,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),45.6,183.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.49,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2024-12-30,2024,12,1,Pongal,0.5714285714285714,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),52.0,183.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.61,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-01-06,2025,1,2,Pongal,0.7714285714285715,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),67.1,184.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.73,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-01-13,2025,1,3,Pongal,0.9714285714285714,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),73.6,187.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.86,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-01-20,2025,1,4,Pongal,1.0,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),81.4,186.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),120.98,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-01-27,2025,1,5,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),43.3,183.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.11,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-02-03,2025,2,6,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),40.1,185.9,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.23,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-02-10,2025,2,7,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),41.9,185.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.36,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-02-17,2025,2,8,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),56.4,187.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.48,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-02-24,2025,2,9,Eid_ul_Fitr,0.028571428571428692,True,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),60.0,188.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.61,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-03-03,2025,3,10,Eid_ul_Fitr,0.22857142857142854,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),61.6,188.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.73,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-03-10,2025,3,11,Eid_ul_Fitr,0.4285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),69.8,189.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.86,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-03-17,2025,3,12,Eid_ul_Fitr,0.6285714285714286,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),86.1,193.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),121.98,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-03-24,2025,3,13,Eid_ul_Fitr,0.8285714285714285,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),84.5,197.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.11,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-03-31,2025,3,14,Eid_ul_Fitr,1.0,True,False,SYNTHETIC_PROXY (pytrends unreachable in this environment),92.9,198.0,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.24,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-04-07,2025,4,15,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),65.3,198.3,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.36,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-04-14,2025,4,16,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),62.1,200.7,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.49,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-04-21,2025,4,17,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.4,198.8,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.61,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-04-28,2025,4,18,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),64.2,199.6,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.74,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-05-05,2025,5,19,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),66.4,199.5,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.87,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
2025-05-12,2025,5,20,,0.0,False,True,SYNTHETIC_PROXY (pytrends unreachable in this environment),70.5,200.2,SYNTHETIC_PLACEHOLDER (replace with real Agmarknet/CCI series),122.99,SYNTHETIC_PLACEHOLDER (replace with real MOSPI CPI series)
